author,comment
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-rs1jk2ye6p
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">이렇게 신나는데 그 감정을 조절하고 저렇게 노래를 부른다는게 대단하다</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-tr6pm8qn5s
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">고음이 없는데 진짜 노래가 시원하다</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-bc5bq6mx4d
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><span class=""style-scope yt-formatted-string"" dir=""auto"">영상미 미쳤다 영화의 한 부분 같네 ㄷㄷ</span><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto"">번역가님의 자막도 한 수인듯</span></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @misuktv
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">신나는 음악! 관객의 함성이 그리워 지네요. 코로나가 지나면  멋진 무대!  다시 볼수 있겠죠!</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @SooStory8888
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><span class=""style-scope yt-formatted-string"" dir=""auto"">들을때마다 가슴이 웅장해지네요 굿</span><img alt=""❤"" class=""small-emoji emoji style-scope yt-formatted-string"" src=""https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u2764.png""/><img alt=""❤"" class=""small-emoji emoji style-scope yt-formatted-string"" src=""https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u2764.png""/><img alt=""🙏"" class=""small-emoji emoji style-scope yt-formatted-string"" src=""https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f64f.png""/><img alt=""🙏"" class=""small-emoji emoji style-scope yt-formatted-string"" src=""https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f64f.png""/></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-zt7hl8ki1z
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">한 사람이 아니라 인류 전체 역사의 마지막 페이지에 어울릴만한 노래</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @ww-biso
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><span class=""style-scope yt-formatted-string"" dir=""auto"">이게 2008년 노래라니 몇십번 들어도 질리지가 않음</span><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto"">웅장한 비트 사운드랑 관중의 환호성까지ㅠ가슴이벅참</span></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-ou1on6vs2k
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=HosW0gulISQ&amp;t=194s"" spellcheck=""false"">3:14</a><span class=""style-scope yt-formatted-string"" dir=""auto""> 이때가 진짜 감동 최대치다….</span></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @by_window
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">Viva La Vida는 아무리 들어도 소름돋고 경이롭다..진짜..</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-cq8qb8vw5g
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">진짜 명곡+레전드 라이브</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-fk3fc6df6u
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">이 영상은 주기적으로 자존감 떨ㅇㅓ지고 우울할 때마다 와서 봐야돼,,,,,,,,,음악은 사람을 살게 해</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-ne5rd7ef1t
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">코로나가 빠르게 종식되고 모든사람들이 행복하고 활기를찾앗으면 좋겟다 콘서트에서 사람들이 환호하는 날이 다시돌아왓으면 좋겟네요 대한민국 국민분들 파이팅.!</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-sn7bv2bm1t
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">멋진 곡 잘 들었습니다</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @klaythompson_
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">이건 진짜 주기적으로 듣는노래 가슴이 웅자해짐</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-qy1yg6od6v
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><span class=""style-scope yt-formatted-string"" dir=""auto"">가사가 너무좋네요.</span><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto"">몰락한 왕과 옛 왕국의 영광 그리고 혁명</span><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto"">후반부에 워어~하는 부분은 마치 왕궁을 둘러싸고 부패한 왕을 규탄하고 혁명을 부르짖는 성난군중들을 표현하는 느낌</span></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @wowls9570
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><span class=""style-scope yt-formatted-string"" dir=""auto"">와 진짜 너무 멋있어서 들으면서 공부하려다가 때려치고 보면서 듣는중...ㅋㅋㅋ</span><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto"">진짜 너무 좋고</span></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-vg3dl6dp7h
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">이 영상을 처음에는 노래가 좋아서 듣게 되다가 그다음엔 현장 분위기에 취해서 또 듣게 되고 그렇게 또 듣다보면 마지막에는 북 치시는 분 텐션에 취해서 영상을 다시 보게 되는 매력이 있습니다. 저도 노래 내내 북 따라쳐봤는데 팔이 부셔질거 같더라고요. 북치시는거 보면 존경스러워요</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-cu9ch6lp9g
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><span class=""style-scope yt-formatted-string"" dir=""auto"">여행 프로그램 단골 BGM</span><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto"">듣기만 해도 마음이 벅차고 가슴이 웅장해지는 느낌이라 방구석에서 화면으로 여행지 보면서 이 음악과 함께 들으면 현지에 가 있는 기분이 듬</span></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-lf1jq1xx1t
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">와 이걸 라이브로 들으면 얼마나 지릴까???</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @mnmnmn1082
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">21세기에 느낄 수 있는 최고수치의 낭만과 감동임</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @thechef518
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><span class=""style-scope yt-formatted-string"" dir=""auto"">진짜 저런 슈퍼스타가 왜 우울증에 걸리는지 알겠다...</span><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto"">화면으로만 봐도 엄청 벅차오르는데</span><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto"">저 무대에서의 현장감은 어떤 것과도 비교가 안된당</span><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto"">무대에서 내려와 집에 가는 길의 공허함은 견디기 힘들 듯...</span></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @dannymommy
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">오늘도 내 심장을 뛰게하는 노래. 감사합니다.</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-lk2nx2ez4l
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><span class=""style-scope yt-formatted-string"" dir=""auto"">떼창중 최고네요</span><img alt=""❤"" class=""small-emoji emoji style-scope yt-formatted-string"" src=""https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u2764.png""/><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto"">음향감독님 </span><img alt=""👍"" class=""small-emoji emoji style-scope yt-formatted-string"" src=""https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f44d.png""/></yt-formatted-string>"
